transacao_id,cliente_id,tipo,valor,data
T001072,C0138,compra_cartao,-2987.31,2026-05-21
T001073,C0192,deposito,1530.41,2026-07-09
T001074,C0166,pix,-1066.57,2026-08-06
T001075,C0048,compra_cartao,-720.85,2026-02-26
T001076,C0050,compra_cartao,-4175.39,2026-01-30
T001077,C0146,saque,-3358.18,2026-08-07
T001078,C0141,deposito,4258.42,2026-04-29
T001079,C0172,compra_cartao,-374.99,2026-01-18
T001080,C0186,pix,-500.03,2026-05-29
T001081,C0092,cdb_aplicacao,-4758.18,2026-02-02
T001082,C0159,saque,-509.22,2026-01-18
T001083,C0116,saque,-1595.75,2026-03-26
T001084,C0178,compra_cartao,-3300.52,2026-05-30
T001085,C0094,saque,-2832.1,2026-07-26
T001086,C0044,pix,-4793.71,2026-01-02
T001087,C0057,pix,-1238.41,2026-07-02
T001088,C0093,cdb_aplicacao,-1390.63,2026-02-04
T001089,C0119,pix,-4390.65,2026-04-25
T001090,C0125,pix,-3876.09,2026-05-22
T001091,C0156,deposito,887.09,2026-01-21
T001092,C0036,pix,-4294.98,2026-08-17
T001093,C0188,compra_cartao,-990.2,2026-08-15
T001094,C0005,deposito,3639.85,2026-08-06
T001095,C0149,compra_cartao,-3161.82,2026-05-29
T001096,C0055,cdb_aplicacao,-3848.31,2026-08-21
T001097,C0140,deposito,2762.45,2026-08-17
T001098,C0199,compra_cartao,-2365.8,2026-02-08
T001099,C0198,pix,-1968.57,2026-05-31
T001100,C0129,pix,-678.07,2026-05-11
T001101,C0129,deposito,1989.96,2026-01-03
T001102,C0158,saque,-4241.43,2026-06-25
T001103,C0036,saque,-3788.46,2026-04-25
T001104,C0145,saque,-903.93,2026-06-18
T001105,C0124,saque,-3682.24,2026-08-29
T001106,C0195,pix,-211.69,2026-05-05
T001107,C0095,saque,-323.68,2026-03-01
T001108,C0133,deposito,3346.24,2026-08-21
T001109,C0117,pix,-1946.58,2026-08-14
T001110,C0167,deposito,209.12,2026-03-24
T001111,C0134,deposito,3521.64,2026-06-12
T001112,C0068,pix,-4176.01,2026-05-29
T001113,C0097,compra_cartao,-2855.1,2026-06-17
T001114,C0168,cdb_aplicacao,-1832.83,2026-08-18
T001115,C0097,deposito,2588.15,2026-08-21
T001116,C0091,saque,-2586.7,2026-07-29
T001117,C0124,pix,-2439.44,2026-08-16
T001118,C0036,compra_cartao,-42.92,2026-04-23
T001119,C0132,saque,-1157.65,2026-06-14
T001120,C0048,pix,-1065.47,2026-02-10
T001121,C0031,pix,-3014.08,2026-06-19
T001122,C0085,saque,-2078.92,2026-07-04
T001123,C0123,deposito,2412.77,2026-05-03
T001124,C0166,saque,-2958.05,2026-08-02
T001125,C0012,cdb_aplicacao,-122.01,2026-02-02
T001126,C0035,compra_cartao,-2965.81,2026-06-11
T001127,C0147,compra_cartao,-205.56,2026-02-07
T001128,C0047,deposito,840.04,2026-05-13
T001129,C0145,cdb_aplicacao,-3000.79,2026-06-13
T001130,C0187,deposito,4393.76,2026-06-19
T001131,C0056,pix,-4736.8,2026-04-25
T001132,C0124,compra_cartao,-4963.95,2026-02-13
T001133,C0154,saque,-4153.51,2026-02-06
T001134,C0047,compra_cartao,-4104.06,2026-06-09
T001135,C0186,compra_cartao,-1329.96,2026-06-25
T001136,C0153,pix,-4612.54,2026-06-01
T001137,C0099,deposito,1156.77,2026-02-03
T001138,C0134,deposito,92.65,2026-08-09
T001139,C0039,compra_cartao,-3425.0,2026-06-05
T001140,C0158,deposito,895.34,2026-06-03
T001141,C0137,deposito,4389.99,2026-05-09
T001142,C0169,deposito,475.02,2026-02-03
T001143,C0001,compra_cartao,-2701.04,2026-08-18
T001144,C0095,cdb_aplicacao,-2615.0,2026-08-12
T001145,C0110,deposito,3491.24,2026-02-28
T001146,C0098,cdb_aplicacao,-3949.88,2026-03-31
T001147,C0195,compra_cartao,-4025.06,2026-08-03
T001148,C0035,compra_cartao,-497.61,2026-03-07
T001149,C0008,cdb_aplicacao,-3831.64,2026-03-14
T001150,C0105,compra_cartao,-4385.06,2026-03-07
T001151,C0191,saque,-37.29,2026-07-22
T001152,C0031,deposito,2894.16,2026-05-14
T001153,C0053,deposito,1881.4,2026-06-26
T001154,C0028,pix,-2050.14,2026-02-09
T001155,C0065,cdb_aplicacao,-3261.36,2026-03-08
T001156,C0094,compra_cartao,-2123.57,2026-06-06
T001157,C0102,pix,-4959.08,2026-07-13
T001158,C0143,saque,-2072.01,2026-05-04
T001159,C0143,saque,-1857.36,2026-05-04
T001160,C0148,pix,-4942.66,2026-03-30
T001161,C0169,cdb_aplicacao,-3681.55,2026-01-31
T001162,C0180,saque,-2238.51,2026-02-11
T001163,C0103,deposito,1080.15,2026-07-21
T001164,C0158,pix,-4006.26,2026-06-28
T001165,C0163,deposito,812.08,2026-01-02
T001166,C0121,deposito,4118.04,2026-08-26
T001167,C0017,compra_cartao,-2182.53,2026-03-09
T001168,C0156,saque,-1860.47,2026-01-10
T001169,C0103,cdb_aplicacao,-4654.12,2026-06-07
T001170,C0153,compra_cartao,-1439.48,2026-01-15
T001171,C0113,saque,-3205.05,2026-01-03
T001172,C0133,saque,-4254.33,2026-03-15
T001173,C0154,saque,-177.71,2026-05-11
T001174,C0158,compra_cartao,-3495.26,2026-02-13
T001175,C0168,deposito,1805.1,2026-01-01
T001176,C0071,saque,-443.35,2026-07-19
T001177,C0102,cdb_aplicacao,-1772.11,2026-04-14
T001178,C0004,compra_cartao,-1009.55,2026-07-08
T001179,C0141,deposito,4596.7,2026-03-14
T001180,C0090,compra_cartao,-4575.89,2026-03-30
T001181,C0050,pix,-1139.21,2026-04-27
T001182,C0067,cdb_aplicacao,-2878.78,2026-02-14
T001183,C0144,cdb_aplicacao,-2536.13,2026-01-19
T001184,C0030,compra_cartao,-1478.32,2026-07-25
T001185,C0138,compra_cartao,-4783.98,2026-07-28
T001186,C0114,compra_cartao,-1258.21,2026-04-07
T001187,C0063,compra_cartao,-2423.31,2026-07-13
T001188,C0118,pix,-4806.58,2026-06-24
T001189,C0008,cdb_aplicacao,-4483.65,2026-05-04
T001190,C0098,deposito,1296.52,2026-06-12
T001191,C0059,saque,-3387.8,2026-07-24
T001192,C0091,pix,-2068.01,2026-05-13
T001193,C0068,compra_cartao,-58.52,2026-03-05
T001194,C0173,pix,-474.12,2026-07-11
T001195,C0046,pix,-389.38,2026-05-02
T001196,C0147,pix,-1774.15,2026-03-10
T001197,C0175,saque,-4736.12,2026-08-27
T001198,C0052,saque,-2500.01,2026-03-02
T001199,C0053,saque,-4364.99,2026-02-28
T001200,C0159,saque,-4176.35,2026-04-02
T001201,C0031,saque,-3896.9,2026-08-24
T001202,C0170,deposito,3382.3,2026-05-07
T001203,C0139,compra_cartao,-43.05,2026-01-11
T001204,C0081,cdb_aplicacao,-1862.27,2026-05-07
T001205,C0126,compra_cartao,-4345.16,2026-02-16
T001206,C0057,compra_cartao,-1408.53,2026-07-12
T001207,C0135,compra_cartao,-649.95,2026-07-24
T001208,C0139,cdb_aplicacao,-2396.82,2026-01-09
T001209,C0176,compra_cartao,-1742.97,2026-07-18
T001210,C0031,saque,-2291.41,2026-06-28
T001211,C0177,compra_cartao,-2305.75,2026-01-03
T001212,C0098,deposito,3373.77,2026-05-29
T001213,C0157,deposito,1633.93,2026-08-09
T001214,C0068,pix,-943.89,2026-03-02
T001215,C0157,pix,-2362.01,2026-03-29
T001216,C0109,pix,-927.73,2026-02-23
T001217,C0096,cdb_aplicacao,-3506.56,2026-04-04
T001218,C0047,cdb_aplicacao,-1405.35,2026-05-27
T001219,C0176,saque,-4896.57,2026-02-28
T001220,C0061,deposito,3606.87,2026-05-23
T001221,C0051,cdb_aplicacao,-4282.98,2026-02-07
T001222,C0003,saque,-2370.21,2026-02-15
T001223,C0162,cdb_aplicacao,-2502.99,2026-05-13
T001224,C0125,compra_cartao,-3605.6,2026-03-18
T001225,C0146,pix,-2815.07,2026-01-13
T001226,C0042,cdb_aplicacao,-503.88,2026-01-16
T001227,C0122,saque,-4070.95,2026-08-03
T001228,C0086,deposito,2254.78,2026-03-08
T001229,C0143,pix,-1807.93,2026-08-27
T001230,C0106,pix,-1727.26,2026-02-01
T001231,C0156,pix,-4338.17,2026-02-20
T001232,C0167,compra_cartao,-2883.71,2026-05-18
T001233,C0073,saque,-4897.07,2026-04-01
T001234,C0125,pix,-3369.23,2026-07-18
T001235,C0098,cdb_aplicacao,-4449.27,2026-06-07
T001236,C0038,pix,-2324.12,2026-08-11
T001237,C0087,saque,-3206.5,2026-04-18
T001238,C0019,compra_cartao,-2862.47,2026-01-21
T001239,C0081,saque,-1724.69,2026-03-23
T001240,C0155,pix,-3555.06,2026-06-15
T001241,C0114,cdb_aplicacao,-1363.53,2026-07-19
T001242,C0134,pix,-3742.0,2026-04-26
T001243,C0006,cdb_aplicacao,-844.92,2026-02-02
T001244,C0191,saque,-3313.49,2026-06-29
T001245,C0102,deposito,1060.75,2026-01-27
T001246,C0122,deposito,328.32,2026-05-21
T001247,C0102,deposito,141.56,2026-05-15
T001248,C0159,deposito,528.6,2026-02-09
T001249,C0100,deposito,3277.62,2026-03-21
T001250,C0073,saque,-1244.51,2026-04-24
T001251,C0044,saque,-665.07,2026-01-08
T001252,C0084,deposito,3321.11,2026-08-10
T001253,C0139,cdb_aplicacao,-2341.3,2026-08-28
T001254,C0035,pix,-2747.24,2026-06-28
T001255,C0153,compra_cartao,-893.41,2026-04-27
T001256,C0164,compra_cartao,-2180.54,2026-06-13
T001257,C0089,compra_cartao,-1555.21,2026-05-04
T001258,C0023,compra_cartao,-1143.37,2026-04-24
T001259,C0067,pix,-1835.26,2026-02-09
T001260,C0134,pix,-62.67,2026-07-28
T001261,C0121,saque,-1725.99,2026-05-17
T001262,C0126,deposito,3441.97,2026-07-13
T001263,C0197,cdb_aplicacao,-1505.06,2026-04-21
T001264,C0002,pix,-2989.05,2026-05-21
T001265,C0144,pix,-950.97,2026-04-22
T001266,C0184,cdb_aplicacao,-1256.98,2026-07-08
T001267,C0057,cdb_aplicacao,-4143.85,2026-03-09
T001268,C0062,deposito,2116.97,2026-05-13
T001269,C0176,compra_cartao,-4039.8,2026-03-11
T001270,C0137,pix,-3245.8,2026-07-27
T001271,C0018,pix,-2070.39,2026-02-16
T001272,C0164,saque,-1455.08,2026-04-27
T001273,C0180,compra_cartao,-2269.31,2026-06-09
T001274,C0005,cdb_aplicacao,-947.07,2026-02-08
T001275,C0006,deposito,4848.88,2026-02-17
T001276,C0033,deposito,1417.75,2026-07-03
T001277,C0060,cdb_aplicacao,-3638.26,2026-01-24
T001278,C0056,saque,-83.48,2026-03-29
T001279,C0128,cdb_aplicacao,-1564.77,2026-04-06
T001280,C0009,cdb_aplicacao,-3487.7,2026-03-26
T001281,C0038,deposito,4219.3,2026-01-15
T001282,C0019,pix,-3880.51,2026-05-20
T001283,C0065,cdb_aplicacao,-916.2,2026-07-29
T001284,C0032,cdb_aplicacao,-4142.98,2026-07-16
T001285,C0114,saque,-1930.14,2026-03-05
T001286,C0189,deposito,1003.91,2026-07-17
T001287,C0054,deposito,2610.48,2026-05-02
T001288,C0080,cdb_aplicacao,-3410.4,2026-08-28
T001289,C0187,pix,-801.47,2026-01-11
T001290,C0065,compra_cartao,-2609.42,2026-05-04
T001291,C0014,pix,-1001.63,2026-08-10
T001292,C0061,saque,-4866.64,2026-06-12
T001293,C0043,cdb_aplicacao,-1629.32,2026-07-23
T001294,C0102,pix,-2927.64,2026-07-22
T001295,C0011,saque,-54.56,2026-05-29
T001296,C0040,cdb_aplicacao,-3445.15,2026-04-06
T001297,C0128,deposito,1251.12,2026-01-24
T001298,C0195,compra_cartao,-1698.73,2026-06-10
T001299,C0166,deposito,308.28,2026-02-09
T001300,C0033,compra_cartao,-3959.42,2026-05-05
T001301,C0143,saque,-1590.53,2026-07-21
T001302,C0113,pix,-4029.57,2026-07-07
T001303,C0097,saque,-116.55,2026-04-02
T001304,C0011,saque,-1260.97,2026-05-05
T001305,C0139,cdb_aplicacao,-2799.53,2026-06-28
T001306,C0048,cdb_aplicacao,-956.98,2026-05-20
T001307,C0120,pix,-1625.17,2026-03-12
T001308,C0142,compra_cartao,-4573.23,2026-02-11
T001309,C0116,deposito,2660.38,2026-03-17
T001310,C0117,pix,-2712.61,2026-01-01
T001311,C0048,compra_cartao,-1901.43,2026-08-15
T001312,C0094,deposito,3102.48,2026-07-18
T001313,C0185,compra_cartao,-1201.54,2026-01-17
T001314,C0049,compra_cartao,-4097.06,2026-05-15
T001315,C0040,cdb_aplicacao,-3831.01,2026-06-06
T001316,C0165,pix,-1619.77,2026-03-24
T001317,C0169,deposito,490.32,2026-01-18
T001318,C0034,deposito,4177.61,2026-02-15
T001319,C0125,deposito,1018.37,2026-02-19
T001320,C0165,deposito,168.77,2026-08-03
T001321,C0135,cdb_aplicacao,-3293.03,2026-06-09
T001322,C0094,compra_cartao,-1287.13,2026-02-26
T001323,C0004,compra_cartao,-3592.05,2026-08-27
T001324,C0008,saque,-3282.19,2026-04-30
T001325,C0191,deposito,1811.02,2026-08-29
T001326,C0182,cdb_aplicacao,-4111.91,2026-01-15
T001327,C0011,compra_cartao,-1336.42,2026-07-07
T001328,C0020,deposito,4173.94,2026-02-25
T001329,C0186,compra_cartao,-494.63,2026-03-01
T001330,C0050,compra_cartao,-1932.8,2026-05-15
T001331,C0046,saque,-2854.44,2026-05-23
T001332,C0028,compra_cartao,-2081.77,2026-07-16
T001333,C0118,compra_cartao,-1796.24,2026-06-29
T001334,C0043,cdb_aplicacao,-4415.29,2026-07-22
T001335,C0130,saque,-2754.33,2026-03-28
T001336,C0154,saque,-2674.16,2026-04-24
T001337,C0141,pix,-4513.4,2026-03-25
T001338,C0163,pix,-2067.59,2026-04-21
T001339,C0145,pix,-3045.98,2026-05-20
T001340,C0141,saque,-1881.56,2026-08-26
T001341,C0116,pix,-1806.44,2026-04-25
T001342,C0009,cdb_aplicacao,-10.98,2026-03-14
T001343,C0035,compra_cartao,-91.35,2026-08-16
T001344,C0057,pix,-42.78,2026-02-24
T001345,C0177,pix,-118.29,2026-07-30
T001346,C0131,pix,-4596.37,2026-05-23
T001347,C0040,compra_cartao,-4630.35,2026-01-25
T001348,C0040,deposito,2307.25,2026-02-05
T001349,C0150,pix,-1841.74,2026-03-05
T001350,C0077,saque,-1288.66,2026-01-24
T001351,C0056,compra_cartao,-2004.99,2026-07-07
T001352,C0124,deposito,3620.67,2026-02-14
T001353,C0177,cdb_aplicacao,-4130.27,2026-06-29
T001354,C0025,compra_cartao,-4099.38,2026-06-02
T001355,C0148,pix,-196.48,2026-04-08
T001356,C0198,deposito,3902.81,2026-03-27
T001357,C0112,pix,-4400.16,2026-04-17
T001358,C0059,deposito,4350.23,2026-07-11
T001359,C0163,compra_cartao,-4643.98,2026-07-19
T001360,C0135,cdb_aplicacao,-280.1,2026-01-11
T001361,C0039,pix,-2704.25,2026-03-25
T001362,C0040,compra_cartao,-3491.87,2026-01-13
T001363,C0193,cdb_aplicacao,-4855.49,2026-06-02
T001364,C0057,compra_cartao,-2528.6,2026-04-21
T001365,C0038,pix,-3933.98,2026-02-03
T001366,C0147,pix,-421.9,2026-07-10
T001367,C0068,deposito,2745.28,2026-01-22
T001368,C0199,cdb_aplicacao,-2514.1,2026-06-28
T001369,C0124,saque,-3812.54,2026-05-24
T001370,C0167,saque,-2444.43,2026-05-27
T001371,C0189,saque,-2810.23,2026-05-15
T001372,C0069,saque,-1219.15,2026-07-18
T001373,C0148,cdb_aplicacao,-1623.82,2026-01-23
T001374,C0109,deposito,3362.02,2026-04-04
T001375,C0089,pix,-960.54,2026-06-02
T001376,C0044,deposito,3850.71,2026-03-31
T001377,C0114,compra_cartao,-4109.7,2026-06-09
T001378,C0060,saque,-2207.91,2026-02-21
T001379,C0187,pix,-788.4,2026-08-07
T001380,C0014,deposito,570.73,2026-03-04
T001381,C0074,compra_cartao,-4634.38,2026-01-04
T001382,C0029,pix,-3472.04,2026-03-20
T001383,C0085,cdb_aplicacao,-2361.24,2026-02-23
T001384,C0140,compra_cartao,-1067.26,2026-05-14
T001385,C0160,pix,-2748.51,2026-07-06
T001386,C0172,saque,-3478.41,2026-01-05
T001387,C0170,cdb_aplicacao,-2919.19,2026-05-15
T001388,C0016,deposito,1284.73,2026-03-14
T001389,C0159,saque,-3948.05,2026-03-11
T001390,C0003,deposito,2330.15,2026-01-18
T001391,C0170,cdb_aplicacao,-3305.26,2026-08-07
T001392,C0005,pix,-4322.77,2026-03-16
T001393,C0098,cdb_aplicacao,-1163.53,2026-05-11
T001394,C0125,deposito,4520.32,2026-08-10
T001395,C0048,compra_cartao,-2662.49,2026-02-20
T001396,C0144,compra_cartao,-4834.29,2026-08-26
T001397,C0136,deposito,208.36,2026-03-20
T001398,C0191,pix,-2454.76,2026-02-10
T001399,C0091,deposito,1740.43,2026-04-01
T001400,C0129,pix,-1188.66,2026-03-12
T001401,C0100,deposito,3132.7,2026-08-16
T001402,C0072,deposito,4721.24,2026-02-27
T001403,C0101,saque,-1715.51,2026-06-18
T001404,C0098,saque,-448.1,2026-05-14
T001405,C0176,compra_cartao,-4364.78,2026-02-28
T001406,C0040,cdb_aplicacao,-1209.4,2026-04-20
T001407,C0085,pix,-4549.58,2026-04-25
T001408,C0168,compra_cartao,-667.54,2026-02-05
T001409,C0052,compra_cartao,-2711.36,2026-08-09
T001410,C0181,saque,-1551.9,2026-08-19
T001411,C0111,compra_cartao,-4548.72,2026-08-21
T001412,C0145,saque,-3284.6,2026-08-23
T001413,C0143,saque,-1594.31,2026-05-17
T001414,C0038,deposito,928.83,2026-07-06
T001415,C0106,deposito,3829.52,2026-04-16
T001416,C0164,pix,-2220.59,2026-08-27
T001417,C0049,pix,-768.27,2026-01-28
T001418,C0196,saque,-931.89,2026-06-06
T001419,C0146,compra_cartao,-1341.64,2026-06-06
T001420,C0060,saque,-2985.84,2026-06-25
T001421,C0177,deposito,1802.71,2026-07-19
T001422,C0155,cdb_aplicacao,-679.09,2026-05-01
T001423,C0100,pix,-928.04,2026-05-06
T001424,C0050,cdb_aplicacao,-696.19,2026-02-27
T001425,C0004,deposito,2048.86,2026-08-25
T001426,C0057,pix,-4751.49,2026-07-10
T001427,C0017,saque,-3791.31,2026-02-15
T001428,C0126,cdb_aplicacao,-4336.97,2026-06-26
T001429,C0064,pix,-4335.21,2026-04-20
T001430,C0156,cdb_aplicacao,-3883.31,2026-07-08
T001431,C0101,cdb_aplicacao,-3603.8,2026-06-06
T001432,C0135,compra_cartao,-2973.09,2026-06-14
T001433,C0116,deposito,2608.04,2026-04-27
T001434,C0063,deposito,4390.12,2026-05-13
T001435,C0189,compra_cartao,-1984.1,2026-01-11
T001436,C0196,compra_cartao,-1943.12,2026-06-11
T001437,C0113,deposito,957.35,2026-04-12
T001438,C0074,pix,-3870.65,2026-04-29
T001439,C0157,saque,-2118.09,2026-08-24
T001440,C0037,deposito,3452.87,2026-04-29
T001441,C0129,cdb_aplicacao,-461.3,2026-01-29
T001442,C0179,saque,-3895.87,2026-05-20
T001443,C0083,saque,-1971.4,2026-04-26
T001444,C0152,deposito,902.6,2026-08-18
T001445,C0024,saque,-4413.92,2026-03-06
T001446,C0183,pix,-3461.67,2026-07-23
T001447,C0032,saque,-3594.69,2026-01-24
T001448,C0163,deposito,3534.07,2026-04-03
T001449,C0099,deposito,2623.85,2026-07-06
T001450,C0008,compra_cartao,-3064.24,2026-04-07
T001451,C0197,compra_cartao,-1909.23,2026-02-13
T001452,C0169,pix,-2831.8,2026-08-09
T001453,C0038,saque,-819.0,2026-02-15
T001454,C0080,deposito,2103.71,2026-07-06
T001455,C0047,cdb_aplicacao,-1451.01,2026-01-31
T001456,C0001,saque,-4802.57,2026-06-09
T001457,C0128,pix,-70.92,2026-08-07
T001458,C0002,cdb_aplicacao,-2722.07,2026-06-05
T001459,C0151,cdb_aplicacao,-1197.01,2026-06-18
T001460,C0114,cdb_aplicacao,-2274.16,2026-01-21
T001461,C0063,compra_cartao,-3004.51,2026-08-14
T001462,C0161,compra_cartao,-1397.78,2026-05-23
T001463,C0038,saque,-254.1,2026-01-15
T001464,C0009,pix,-193.24,2026-06-20
T001465,C0077,compra_cartao,-4191.69,2026-03-26
T001466,C0107,deposito,254.67,2026-02-15
T001467,C0157,saque,-3363.73,2026-06-19
T001468,C0144,compra_cartao,-2865.69,2026-02-15
T001469,C0093,cdb_aplicacao,-3749.18,2026-08-27
T001470,C0077,deposito,474.7,2026-03-24
T001471,C0018,pix,-4488.67,2026-07-14
T001472,C0017,cdb_aplicacao,-4218.12,2026-03-16
T001473,C0178,cdb_aplicacao,-681.38,2026-08-09
T001474,C0106,pix,-1652.75,2026-05-15
T001475,C0157,saque,-3482.19,2026-01-15
T001476,C0162,deposito,2861.12,2026-05-16
T001477,C0177,deposito,2423.48,2026-06-04
T001478,C0082,pix,-2141.0,2026-03-08
T001479,C0160,compra_cartao,-2879.96,2026-04-01
T001480,C0128,saque,-3075.31,2026-05-14
T001481,C0047,cdb_aplicacao,-2467.6,2026-08-15
T001482,C0075,compra_cartao,-1171.28,2026-02-19
T001483,C0120,deposito,599.85,2026-06-10
T001484,C0054,deposito,3689.97,2026-07-24
T001485,C0106,compra_cartao,-4994.95,2026-01-12
T001486,C0164,pix,-1754.75,2026-02-24
T001487,C0177,deposito,3206.69,2026-03-14
T001488,C0079,pix,-3953.08,2026-03-18
T001489,C0197,compra_cartao,-2754.47,2026-01-02
T001490,C0088,deposito,3432.32,2026-04-12
T001491,C0008,compra_cartao,-3083.81,2026-08-02
T001492,C0087,saque,-978.14,2026-08-25
T001493,C0010,cdb_aplicacao,-4581.65,2026-06-15
T001494,C0161,saque,-2412.66,2026-04-28
T001495,C0119,compra_cartao,-4480.68,2026-07-20
T001496,C0015,cdb_aplicacao,-4639.67,2026-08-02
T001497,C0186,compra_cartao,-1503.73,2026-06-23
T001498,C0005,pix,-2780.33,2026-02-23
T001499,C0091,compra_cartao,-3430.61,2026-01-17
T001500,C0008,saque,-1409.5,2026-03-28
T001501,C0043,cdb_aplicacao,-3136.29,2026-05-27
T001502,C0153,compra_cartao,-1953.94,2026-01-30
T001503,C0081,pix,-3529.28,2026-07-01
T001504,C0023,deposito,1364.77,2026-05-08
T001505,C0078,saque,-1864.2,2026-02-25
T001506,C0029,compra_cartao,-1518.57,2026-04-06
T001507,C0024,deposito,3891.17,2026-04-24
T001508,C0124,compra_cartao,-134.42,2026-08-20
T001509,C0088,compra_cartao,-778.85,2026-08-25
T001510,C0135,cdb_aplicacao,-3664.88,2026-03-21
T001511,C0026,pix,-725.04,2026-07-30
T001512,C0034,compra_cartao,-3386.82,2026-02-22
T001513,C0183,deposito,2302.25,2026-08-10
T001514,C0080,compra_cartao,-588.02,2026-08-27
T001515,C0153,deposito,3438.39,2026-08-12
T001516,C0012,deposito,1673.12,2026-01-27
T001517,C0191,compra_cartao,-3833.24,2026-03-21
T001518,C0080,deposito,2892.02,2026-06-13
T001519,C0050,saque,-1611.19,2026-03-15
T001520,C0198,pix,-2666.06,2026-04-23
T001521,C0008,deposito,1370.54,2026-03-12
T001522,C0160,deposito,86.13,2026-05-24
T001523,C0139,compra_cartao,-520.85,2026-03-31
T001524,C0037,compra_cartao,-1599.24,2026-06-30
T001525,C0044,pix,-2874.67,2026-01-19
T001526,C0087,pix,-3070.18,2026-05-19
T001527,C0008,cdb_aplicacao,-263.12,2026-05-01
T001528,C0014,deposito,538.58,2026-01-23
T001529,C0181,cdb_aplicacao,-1965.66,2026-06-02
T001530,C0177,compra_cartao,-3151.06,2026-06-29
T001531,C0080,cdb_aplicacao,-3085.41,2026-03-27
T001532,C0172,saque,-3567.36,2026-07-27
T001533,C0194,compra_cartao,-401.94,2026-07-15
T001534,C0024,cdb_aplicacao,-2843.27,2026-07-28
T001535,C0080,cdb_aplicacao,-495.34,2026-06-25
T001536,C0058,cdb_aplicacao,-2358.02,2026-02-06
T001537,C0094,compra_cartao,-1297.68,2026-04-11
T001538,C0171,saque,-3501.08,2026-03-26
T001539,C0008,pix,-2271.88,2026-01-17
T001540,C0123,cdb_aplicacao,-573.31,2026-04-29
T001541,C0090,saque,-1418.46,2026-06-04
T001542,C0027,compra_cartao,-645.7,2026-04-14
T001543,C0167,deposito,1636.09,2026-01-19
T001544,C0103,pix,-2668.4,2026-06-01
T001545,C0063,cdb_aplicacao,-1200.49,2026-05-21
T001546,C0099,saque,-4869.72,2026-01-17
T001547,C0178,pix,-1049.11,2026-06-01
T001548,C0112,cdb_aplicacao,-3923.73,2026-05-26
T001549,C0061,pix,-2727.19,2026-02-14
T001550,C0183,deposito,3699.44,2026-05-27
T001551,C0153,cdb_aplicacao,-580.47,2026-04-29
T001552,C0114,pix,-2779.89,2026-02-15
T001553,C0018,pix,-4779.86,2026-06-03
T001554,C0153,deposito,3430.69,2026-07-17
T001555,C0166,cdb_aplicacao,-1643.77,2026-06-19
T001556,C0036,deposito,461.76,2026-08-16
T001557,C0163,compra_cartao,-4517.25,2026-07-27
T001558,C0170,deposito,3787.82,2026-02-08
T001559,C0100,cdb_aplicacao,-2660.97,2026-06-07
T001560,C0053,compra_cartao,-2241.33,2026-06-24
T001561,C0174,pix,-1505.68,2026-03-19
T001562,C0089,cdb_aplicacao,-3591.78,2026-01-23
T001563,C0131,compra_cartao,-50.52,2026-04-14
T001564,C0016,saque,-4264.0,2026-04-05
T001565,C0001,compra_cartao,-4839.82,2026-06-30
T001566,C0092,compra_cartao,-4105.56,2026-01-29
T001567,C0061,pix,-4329.74,2026-04-21
T001568,C0082,compra_cartao,-1977.4,2026-07-02
T001569,C0112,cdb_aplicacao,-2036.1,2026-05-20
T001570,C0122,saque,-3315.81,2026-02-05
T001571,C0093,saque,-2781.55,2026-08-04
T001572,C0172,cdb_aplicacao,-779.79,2026-02-02
T001573,C0166,saque,-67.9,2026-01-05
T001574,C0125,saque,-3609.48,2026-06-18
T001575,C0035,cdb_aplicacao,-4875.13,2026-01-22
T001576,C0107,saque,-3214.79,2026-08-09
T001577,C0179,cdb_aplicacao,-4468.98,2026-06-04
T001578,C0117,cdb_aplicacao,-3120.01,2026-05-11
T001579,C0116,cdb_aplicacao,-2764.73,2026-04-09
T001580,C0109,pix,-1136.45,2026-06-04
T001581,C0188,deposito,2893.91,2026-03-02
T001582,C0140,compra_cartao,-1353.56,2026-05-28
T001583,C0010,pix,-176.97,2026-05-26
T001584,C0029,cdb_aplicacao,-3527.36,2026-05-29
T001585,C0008,cdb_aplicacao,-4809.07,2026-02-06
T001586,C0193,compra_cartao,-4918.06,2026-07-19
T001587,C0008,pix,-2330.03,2026-05-14
T001588,C0121,compra_cartao,-451.35,2026-06-11
T001589,C0139,deposito,3423.53,2026-07-24
T001590,C0014,compra_cartao,-1569.37,2026-08-20
T001591,C0003,pix,-2679.82,2026-05-01
T001592,C0121,cdb_aplicacao,-2568.19,2026-05-27
T001593,C0076,pix,-2110.87,2026-03-16
T001594,C0153,saque,-186.28,2026-07-11
T001595,C0145,pix,-3637.59,2026-03-08
T001596,C0149,deposito,3150.21,2026-02-13
T001597,C0075,compra_cartao,-267.58,2026-07-27
T001598,C0125,compra_cartao,-146.22,2026-01-22
T001599,C0072,saque,-2532.92,2026-03-06
T001600,C0071,saque,-3082.83,2026-08-08
T001601,C0029,pix,-80.87,2026-06-04
T001602,C0190,saque,-4551.56,2026-02-08
T001603,C0045,cdb_aplicacao,-1855.14,2026-03-08
T001604,C0136,saque,-2429.74,2026-08-09
T001605,C0008,deposito,1720.81,2026-02-07
T001606,C0040,compra_cartao,-4670.37,2026-08-03
T001607,C0106,cdb_aplicacao,-3766.28,2026-07-17
T001608,C0113,cdb_aplicacao,-1197.36,2026-07-05
